order_id,customer_id,product_id,order_date,delivery_date,payment_mode,customer_review,order_quantity,order_status
ORD47948,CUST00637,PROD0174,04-07-2023,11-07-2023,UPI,4,1,Delivered
ORD47949,CUST00712,PROD0014,24-03-2023,31-03-2023,Cash,2,2,Delivered
ORD47950,CUST04909,PROD0179,25-06-2022,05-07-2022,UPI,4,3,Delivered
ORD47951,CUST02748,PROD0041,12-12-2022,21-12-2022,UPI,4,4,Delivered
ORD47952,CUST01694,PROD0109,07-07-2022,16-07-2022,UPI,4,1,Delivered
ORD47953,CUST04732,PROD0170,17-12-2023,21-12-2023,UPI,3,1,Delivered
ORD47954,CUST03779,PROD0235,11-05-2023,20-05-2023,Cash,4,4,Delivered
ORD47955,CUST00051,PROD0091,03-10-2024,13-10-2024,Cash,1,4,Delivered
ORD47956,CUST01248,PROD0197,18-11-2022,27-11-2022,Card,4,5,Delivered
ORD47957,CUST02477,PROD0080,25-09-2023,28-09-2023,UPI,2,3,Delivered
ORD47958,CUST04044,PROD0112,04-07-2024,13-07-2024,UPI,1,3,Delivered
ORD47959,CUST00594,PROD0025,17-11-2024,26-11-2024,Card,2,3,Delivered
ORD47960,CUST03491,PROD0058,19-11-2023,28-11-2023,Cash,1,1,Delivered
ORD47961,CUST01512,PROD0029,19-11-2022,26-11-2022,Card,2,4,Delivered
ORD47962,CUST02355,PROD0030,20-07-2024,26-07-2024,Cash,5,5,Delivered
ORD47963,CUST02757,PROD0147,24-10-2024,,Cash,,3,Cancelled
ORD47964,CUST03499,PROD0101,19-10-2023,27-10-2023,UPI,4,4,Delivered
ORD47965,CUST02074,PROD0101,12-05-2022,,UPI,,2,Cancelled
ORD47966,CUST00535,PROD0012,10-09-2023,12-09-2023,Cash,1,5,Delivered
ORD47967,CUST02872,PROD0179,02-01-2024,,Card,1,5,Returned
ORD47968,CUST03825,PROD0111,08-08-2024,18-08-2024,Cash,5,2,Delivered
ORD47969,CUST02412,PROD0179,18-09-2023,21-09-2023,UPI,4,2,Delivered
ORD47970,CUST01885,PROD0113,23-06-2022,,Cash,2,3,Returned
ORD47971,CUST03910,PROD0209,03-03-2023,13-03-2023,UPI,1,2,Delivered
ORD47972,CUST01747,PROD0161,20-05-2022,23-05-2022,Cash,5,4,Delivered
ORD47973,CUST00184,PROD0038,15-03-2022,17-03-2022,UPI,4,4,Delivered
ORD47974,CUST04734,PROD0154,18-02-2023,22-02-2023,UPI,2,3,Delivered
ORD47975,CUST04260,PROD0097,28-03-2024,,UPI,,1,Cancelled
ORD47976,CUST01777,PROD0008,04-07-2022,09-07-2022,UPI,5,2,Delivered
ORD47977,CUST02274,PROD0017,30-01-2024,09-02-2024,Cash,2,2,Delivered
ORD47978,CUST02481,PROD0077,05-07-2024,12-07-2024,UPI,2,2,Delivered
ORD47979,CUST04180,PROD0065,28-11-2024,05-12-2024,Cash,5,4,Delivered
ORD47980,CUST02164,PROD0102,16-05-2023,20-05-2023,Cash,4,4,Delivered
ORD47981,CUST04089,PROD0231,24-11-2024,01-12-2024,Card,3,2,Delivered
ORD47982,CUST02353,PROD0098,09-08-2023,17-08-2023,UPI,5,3,Delivered
ORD47983,CUST03484,PROD0016,21-09-2023,,UPI,1,3,Returned
ORD47984,CUST01056,PROD0129,25-08-2023,30-08-2023,UPI,4,2,Delivered
ORD47985,CUST04751,PROD0074,12-03-2024,19-03-2024,Card,4,3,Delivered
ORD47986,CUST03980,PROD0080,13-06-2022,17-06-2022,Card,5,1,Delivered
ORD47987,CUST04669,PROD0203,29-12-2023,04-01-2024,Cash,3,1,Delivered
ORD47988,CUST04523,PROD0046,08-05-2024,18-05-2024,UPI,5,5,Delivered
ORD47989,CUST00359,PROD0120,17-12-2024,24-12-2024,Cash,4,5,Delivered
ORD47990,CUST03018,PROD0239,13-11-2023,23-11-2023,Card,3,3,Delivered
ORD47991,CUST04635,PROD0205,20-01-2024,23-01-2024,Cash,2,5,Delivered
ORD47992,CUST04973,PROD0203,10-06-2023,15-06-2023,UPI,4,4,Delivered
ORD47993,CUST00569,PROD0148,26-07-2023,01-08-2023,UPI,3,2,Delivered
ORD47994,CUST02504,PROD0113,26-02-2022,28-02-2022,Card,3,2,Delivered
ORD47995,CUST02851,PROD0215,07-04-2024,15-04-2024,Card,1,2,Delivered
ORD47996,CUST04324,PROD0241,27-05-2024,04-06-2024,UPI,2,2,Delivered
ORD47997,CUST02645,PROD0155,02-08-2023,06-08-2023,Card,2,3,Delivered
ORD47998,CUST01348,PROD0124,25-08-2023,01-09-2023,UPI,3,3,Delivered
ORD47999,CUST04617,PROD0196,22-01-2024,29-01-2024,Cash,4,4,Delivered
ORD48000,CUST02431,PROD0094,19-08-2024,21-08-2024,Cash,5,4,Delivered
ORD48001,CUST04404,PROD0055,04-05-2023,14-05-2023,UPI,1,4,Delivered
ORD48002,CUST02044,PROD0149,08-10-2022,18-10-2022,Card,1,1,Delivered
ORD48003,CUST04136,PROD0157,08-11-2024,12-11-2024,Cash,5,2,Delivered
ORD48004,CUST01929,PROD0182,30-11-2023,04-12-2023,Cash,4,5,Delivered
ORD48005,CUST00898,PROD0125,19-08-2023,22-08-2023,UPI,2,3,Delivered
ORD48006,CUST02587,PROD0063,28-03-2022,02-04-2022,UPI,2,3,Delivered
ORD48007,CUST02651,PROD0223,13-12-2023,16-12-2023,Card,5,1,Delivered
ORD48008,CUST00327,PROD0201,13-10-2022,15-10-2022,UPI,3,3,Delivered
ORD48009,CUST04474,PROD0220,09-05-2024,11-05-2024,Card,3,5,Delivered
ORD48010,CUST01992,PROD0031,29-09-2024,09-10-2024,Card,5,1,Delivered
ORD48011,CUST04133,PROD0033,13-09-2024,20-09-2024,Card,3,4,Delivered
ORD48012,CUST02512,PROD0021,06-07-2023,,Card,2,5,Returned
ORD48013,CUST00522,PROD0052,04-01-2024,08-01-2024,UPI,3,1,Delivered
ORD48014,CUST04326,PROD0194,27-04-2022,05-05-2022,UPI,2,3,Delivered
ORD48015,CUST04316,PROD0208,09-04-2022,14-04-2022,Cash,1,4,Delivered
ORD48016,CUST00409,PROD0086,19-09-2024,21-09-2024,Cash,3,3,Delivered
ORD48017,CUST01496,PROD0202,13-02-2022,21-02-2022,Cash,3,2,Delivered
ORD48018,CUST04938,PROD0133,26-01-2024,02-02-2024,Card,5,1,Delivered
ORD48019,CUST01930,PROD0061,05-12-2024,10-12-2024,Card,1,4,Delivered
ORD48020,CUST04763,PROD0175,11-08-2023,13-08-2023,Card,3,1,Delivered
ORD48021,CUST02919,PROD0075,07-01-2024,15-01-2024,Card,5,5,Delivered
ORD48022,CUST03826,PROD0237,18-10-2023,27-10-2023,UPI,2,5,Delivered
ORD48023,CUST04661,PROD0006,26-06-2024,,Card,,3,Cancelled
ORD48024,CUST04493,PROD0001,08-06-2023,16-06-2023,Card,4,3,Delivered
ORD48025,CUST03189,PROD0068,19-09-2023,,Card,,2,Cancelled
ORD48026,CUST02974,PROD0077,12-05-2022,,UPI,,5,Cancelled
ORD48027,CUST01703,PROD0055,14-05-2022,17-05-2022,UPI,2,5,Delivered
ORD48028,CUST03445,PROD0096,12-12-2022,,Card,1,1,Returned
ORD48029,CUST03980,PROD0186,13-09-2022,,Card,1,2,Returned
ORD48030,CUST03602,PROD0135,22-12-2023,25-12-2023,UPI,4,1,Delivered
ORD48031,CUST02404,PROD0176,19-10-2024,28-10-2024,UPI,4,5,Delivered
ORD48032,CUST00573,PROD0239,17-05-2023,,Cash,,2,Cancelled
ORD48033,CUST04391,PROD0014,05-10-2022,14-10-2022,Cash,2,4,Delivered
ORD48034,CUST00732,PROD0012,13-12-2023,16-12-2023,Card,5,5,Delivered
ORD48035,CUST03833,PROD0037,08-02-2023,18-02-2023,Cash,3,2,Delivered
ORD48036,CUST04054,PROD0173,13-07-2024,15-07-2024,Cash,2,5,Delivered
ORD48037,CUST02612,PROD0045,08-03-2022,10-03-2022,Card,5,5,Delivered
ORD48038,CUST02323,PROD0067,31-08-2022,,UPI,3,3,Returned
ORD48039,CUST04914,PROD0054,27-06-2022,07-07-2022,UPI,5,1,Delivered
ORD48040,CUST04403,PROD0159,20-03-2023,22-03-2023,Card,3,4,Delivered
ORD48041,CUST04517,PROD0105,13-11-2024,21-11-2024,UPI,1,4,Delivered
ORD48042,CUST01992,PROD0144,23-05-2024,29-05-2024,UPI,3,2,Delivered
ORD48043,CUST04529,PROD0150,26-03-2024,03-04-2024,Card,5,3,Delivered
ORD48044,CUST02213,PROD0127,18-07-2024,23-07-2024,Card,1,4,Delivered
ORD48045,CUST04605,PROD0031,03-04-2023,,UPI,2,2,Returned
ORD48046,CUST01989,PROD0001,11-04-2023,16-04-2023,UPI,2,3,Delivered
ORD48047,CUST01450,PROD0110,28-06-2022,03-07-2022,Card,4,5,Delivered
ORD48048,CUST01518,PROD0014,06-03-2023,11-03-2023,Card,2,4,Delivered
ORD48049,CUST00386,PROD0010,05-04-2022,10-04-2022,Cash,1,4,Delivered
ORD48050,CUST00178,PROD0160,22-10-2023,30-10-2023,Cash,5,4,Delivered
ORD48051,CUST00155,PROD0050,23-11-2024,02-12-2024,Card,4,3,Delivered
ORD48052,CUST00496,PROD0133,28-08-2023,06-09-2023,Card,5,2,Delivered
ORD48053,CUST00628,PROD0026,24-07-2023,29-07-2023,Cash,2,2,Delivered
ORD48054,CUST01584,PROD0049,19-06-2022,24-06-2022,Card,4,1,Delivered
ORD48055,CUST03395,PROD0029,03-02-2024,05-02-2024,Card,4,3,Delivered
ORD48056,CUST02703,PROD0162,15-10-2024,,Cash,,3,Cancelled
ORD48057,CUST01556,PROD0051,26-02-2023,05-03-2023,UPI,3,4,Delivered
ORD48058,CUST01730,PROD0104,25-10-2024,29-10-2024,UPI,5,4,Delivered
ORD48059,CUST04472,PROD0050,23-12-2023,26-12-2023,UPI,3,2,Delivered
ORD48060,CUST03154,PROD0224,02-04-2023,04-04-2023,Card,3,3,Delivered
ORD48061,CUST00612,PROD0129,03-07-2023,07-07-2023,Cash,2,3,Delivered
ORD48062,CUST04056,PROD0103,23-05-2022,27-05-2022,UPI,4,5,Delivered
ORD48063,CUST01731,PROD0001,08-06-2023,11-06-2023,Cash,2,5,Delivered
ORD48064,CUST00194,PROD0044,08-01-2022,18-01-2022,UPI,3,1,Delivered
ORD48065,CUST03583,PROD0007,30-11-2023,03-12-2023,Cash,3,4,Delivered
ORD48066,CUST00790,PROD0177,02-04-2023,12-04-2023,Cash,4,2,Delivered
ORD48067,CUST01079,PROD0239,29-03-2024,03-04-2024,Card,4,3,Delivered
ORD48068,CUST03856,PROD0185,12-01-2023,17-01-2023,Cash,5,1,Delivered
ORD48069,CUST01113,PROD0170,18-01-2022,,Card,,5,Cancelled
ORD48070,CUST03621,PROD0224,18-01-2022,21-01-2022,UPI,2,2,Delivered
ORD48071,CUST04002,PROD0011,22-01-2023,24-01-2023,UPI,2,3,Delivered
ORD48072,CUST01892,PROD0187,10-02-2024,,UPI,2,5,Returned
ORD48073,CUST04866,PROD0175,14-11-2022,20-11-2022,Card,1,3,Delivered
ORD48074,CUST03680,PROD0199,10-03-2022,14-03-2022,Card,2,4,Delivered
ORD48075,CUST01731,PROD0173,04-01-2024,14-01-2024,Card,5,4,Delivered
ORD48076,CUST02422,PROD0024,30-11-2024,05-12-2024,Cash,4,1,Delivered
ORD48077,CUST02036,PROD0195,22-01-2023,25-01-2023,UPI,5,3,Delivered
ORD48078,CUST02789,PROD0170,01-05-2024,10-05-2024,UPI,5,2,Delivered
ORD48079,CUST03980,PROD0072,16-02-2024,,UPI,2,3,Returned
ORD48080,CUST02489,PROD0068,21-01-2022,29-01-2022,Card,3,4,Delivered
ORD48081,CUST02883,PROD0178,30-10-2024,01-11-2024,Card,1,2,Delivered
ORD48082,CUST03865,PROD0176,01-04-2022,10-04-2022,UPI,2,3,Delivered
ORD48083,CUST00839,PROD0098,31-07-2022,03-08-2022,UPI,1,2,Delivered
ORD48084,CUST04796,PROD0108,27-06-2022,02-07-2022,Cash,2,3,Delivered
ORD48085,CUST00615,PROD0027,25-10-2022,04-11-2022,UPI,5,4,Delivered
ORD48086,CUST02265,PROD0203,07-08-2023,,Card,2,2,Returned
ORD48087,CUST02573,PROD0138,23-06-2022,30-06-2022,Card,3,3,Delivered
ORD48088,CUST00012,PROD0231,30-11-2022,,Card,,4,Cancelled
ORD48089,CUST00437,PROD0153,03-01-2022,09-01-2022,Card,1,5,Delivered
ORD48090,CUST03298,PROD0113,23-03-2022,01-04-2022,Card,3,4,Delivered
ORD48091,CUST03010,PROD0066,15-12-2022,19-12-2022,UPI,2,1,Delivered
ORD48092,CUST02605,PROD0193,10-08-2022,,Card,1,2,Returned
ORD48093,CUST01351,PROD0140,23-11-2022,30-11-2022,Cash,4,5,Delivered
ORD48094,CUST00654,PROD0077,04-07-2022,09-07-2022,Card,3,3,Delivered
ORD48095,CUST00854,PROD0024,10-02-2024,12-02-2024,UPI,3,3,Delivered
ORD48096,CUST01860,PROD0104,03-02-2023,09-02-2023,Card,1,2,Delivered
ORD48097,CUST03622,PROD0184,15-02-2023,18-02-2023,UPI,5,5,Delivered
ORD48098,CUST04201,PROD0060,31-08-2022,04-09-2022,Card,5,1,Delivered
ORD48099,CUST02551,PROD0226,08-06-2023,,Cash,,4,Cancelled
ORD48100,CUST03969,PROD0057,18-10-2023,27-10-2023,Card,1,3,Delivered
ORD48101,CUST00197,PROD0054,28-12-2022,05-01-2023,Cash,4,3,Delivered
ORD48102,CUST03824,PROD0080,02-05-2023,08-05-2023,Card,3,1,Delivered
ORD48103,CUST04720,PROD0078,24-09-2024,03-10-2024,Cash,1,2,Delivered
ORD48104,CUST00056,PROD0164,05-07-2022,12-07-2022,Cash,2,2,Delivered
ORD48105,CUST04642,PROD0108,25-01-2024,30-01-2024,UPI,3,3,Delivered
ORD48106,CUST04456,PROD0108,28-09-2023,07-10-2023,UPI,4,4,Delivered
ORD48107,CUST02343,PROD0055,25-05-2024,03-06-2024,UPI,3,2,Delivered
ORD48108,CUST04129,PROD0172,21-12-2024,23-12-2024,UPI,4,4,Delivered
ORD48109,CUST04456,PROD0080,02-06-2023,10-06-2023,Card,4,5,Delivered
ORD48110,CUST01920,PROD0164,20-11-2023,22-11-2023,UPI,1,1,Delivered
ORD48111,CUST04053,PROD0238,22-11-2022,28-11-2022,Cash,2,1,Delivered
ORD48112,CUST03546,PROD0063,20-11-2024,,Card,3,5,Returned
ORD48113,CUST04671,PROD0033,28-11-2022,08-12-2022,Cash,5,2,Delivered
ORD48114,CUST00165,PROD0147,04-06-2022,11-06-2022,Card,5,2,Delivered
ORD48115,CUST03510,PROD0220,03-11-2024,07-11-2024,Card,4,1,Delivered
ORD48116,CUST02419,PROD0118,12-04-2023,14-04-2023,UPI,3,4,Delivered
ORD48117,CUST04024,PROD0172,22-03-2024,,Card,2,5,Returned
ORD48118,CUST02129,PROD0003,11-06-2022,20-06-2022,UPI,3,5,Delivered
ORD48119,CUST00692,PROD0047,30-01-2024,,Cash,2,3,Returned
ORD48120,CUST02829,PROD0207,26-05-2023,,Card,3,1,Returned
ORD48121,CUST00244,PROD0185,12-03-2023,17-03-2023,UPI,5,2,Delivered
ORD48122,CUST01973,PROD0022,28-01-2022,06-02-2022,UPI,1,5,Delivered
ORD48123,CUST02646,PROD0058,18-03-2023,23-03-2023,Card,3,1,Delivered
ORD48124,CUST03429,PROD0056,28-02-2024,03-03-2024,UPI,1,1,Delivered
ORD48125,CUST01484,PROD0032,30-08-2024,09-09-2024,Cash,5,4,Delivered
ORD48126,CUST04417,PROD0029,14-08-2022,21-08-2022,Card,2,1,Delivered
ORD48127,CUST03553,PROD0211,26-09-2023,,UPI,1,5,Returned
ORD48128,CUST04606,PROD0111,30-12-2022,09-01-2023,Cash,2,1,Delivered
ORD48129,CUST04019,PROD0023,28-07-2023,,Cash,,4,Cancelled
ORD48130,CUST02519,PROD0178,20-06-2023,27-06-2023,Cash,3,1,Delivered
ORD48131,CUST01061,PROD0111,18-07-2022,20-07-2022,Card,1,3,Delivered
ORD48132,CUST02155,PROD0165,01-05-2024,06-05-2024,Card,4,5,Delivered
ORD48133,CUST02344,PROD0018,13-02-2024,,Cash,,2,Cancelled
ORD48134,CUST03624,PROD0034,11-10-2022,15-10-2022,Card,5,3,Delivered
ORD48135,CUST04401,PROD0213,21-07-2023,,Card,1,2,Returned
ORD48136,CUST01173,PROD0109,10-10-2024,15-10-2024,UPI,3,4,Delivered
ORD48137,CUST00147,PROD0053,30-12-2023,03-01-2024,Cash,1,4,Delivered
ORD48138,CUST01905,PROD0003,15-01-2024,22-01-2024,Card,5,3,Delivered
ORD48139,CUST04085,PROD0061,31-08-2022,09-09-2022,Cash,1,5,Delivered
ORD48140,CUST00864,PROD0142,18-08-2024,20-08-2024,UPI,2,5,Delivered
ORD48141,CUST04760,PROD0232,01-04-2023,10-04-2023,Cash,5,2,Delivered
ORD48142,CUST01408,PROD0026,30-03-2024,08-04-2024,UPI,5,2,Delivered
ORD48143,CUST00679,PROD0110,17-03-2023,21-03-2023,UPI,1,3,Delivered
ORD48144,CUST02391,PROD0115,03-05-2024,11-05-2024,Cash,1,3,Delivered
ORD48145,CUST00063,PROD0132,05-09-2024,10-09-2024,UPI,4,1,Delivered
ORD48146,CUST00313,PROD0243,19-05-2022,,Cash,2,1,Returned
ORD48147,CUST00190,PROD0194,02-02-2023,06-02-2023,UPI,4,2,Delivered
ORD48148,CUST01683,PROD0110,09-04-2023,13-04-2023,Card,1,4,Delivered
ORD48149,CUST01316,PROD0172,25-05-2022,02-06-2022,Cash,3,4,Delivered
ORD48150,CUST01409,PROD0136,12-10-2023,16-10-2023,UPI,5,4,Delivered
ORD48151,CUST02537,PROD0149,30-01-2023,02-02-2023,Cash,4,5,Delivered
ORD48152,CUST00615,PROD0157,22-02-2024,03-03-2024,UPI,5,2,Delivered
ORD48153,CUST00361,PROD0153,09-10-2024,16-10-2024,Card,4,1,Delivered
ORD48154,CUST04567,PROD0048,13-11-2023,17-11-2023,Cash,1,2,Delivered
ORD48155,CUST03862,PROD0016,08-04-2023,13-04-2023,Card,2,1,Delivered
ORD48156,CUST02338,PROD0205,23-04-2024,30-04-2024,Card,1,4,Delivered
ORD48157,CUST00557,PROD0136,12-10-2022,,Card,,2,Cancelled
ORD48158,CUST03150,PROD0216,21-02-2023,03-03-2023,Card,5,4,Delivered
ORD48159,CUST02945,PROD0098,22-03-2024,,UPI,,5,Cancelled
ORD48160,CUST01709,PROD0038,22-08-2022,,Card,2,3,Returned
ORD48161,CUST02904,PROD0013,03-12-2022,,UPI,3,1,Returned
ORD48162,CUST04495,PROD0141,28-10-2022,31-10-2022,Cash,1,1,Delivered
ORD48163,CUST00321,PROD0041,04-11-2022,13-11-2022,Card,3,2,Delivered
ORD48164,CUST00092,PROD0141,18-08-2023,25-08-2023,Card,2,2,Delivered
ORD48165,CUST03670,PROD0113,28-12-2022,07-01-2023,Card,1,4,Delivered
ORD48166,CUST01912,PROD0142,22-05-2022,30-05-2022,UPI,1,3,Delivered
ORD48167,CUST03972,PROD0191,08-12-2023,10-12-2023,Card,5,1,Delivered
ORD48168,CUST00235,PROD0137,14-05-2023,19-05-2023,Card,2,1,Delivered
ORD48169,CUST02482,PROD0008,28-01-2023,,UPI,,4,Cancelled
ORD48170,CUST02422,PROD0127,04-04-2024,13-04-2024,Card,1,2,Delivered
ORD48171,CUST02542,PROD0139,08-12-2024,12-12-2024,Cash,5,2,Delivered
ORD48172,CUST01377,PROD0094,09-07-2024,19-07-2024,Cash,2,4,Delivered
ORD48173,CUST00093,PROD0088,17-04-2024,25-04-2024,Cash,5,2,Delivered
ORD48174,CUST00684,PROD0171,10-12-2022,18-12-2022,Card,2,3,Delivered
ORD48175,CUST04663,PROD0239,09-12-2023,15-12-2023,Cash,1,4,Delivered
ORD48176,CUST00199,PROD0034,26-03-2022,28-03-2022,Card,3,1,Delivered
ORD48177,CUST03850,PROD0160,10-03-2022,18-03-2022,Cash,2,5,Delivered
ORD48178,CUST04368,PROD0002,19-06-2024,28-06-2024,UPI,2,4,Delivered
ORD48179,CUST01028,PROD0044,19-07-2024,,Card,,5,Cancelled
ORD48180,CUST03381,PROD0095,08-04-2023,,Cash,,2,Cancelled
ORD48181,CUST00303,PROD0030,14-02-2024,22-02-2024,Cash,1,2,Delivered
ORD48182,CUST03303,PROD0119,03-01-2024,10-01-2024,UPI,4,1,Delivered
ORD48183,CUST04740,PROD0128,14-01-2023,24-01-2023,Card,5,5,Delivered
ORD48184,CUST01389,PROD0145,22-09-2024,02-10-2024,UPI,3,3,Delivered
ORD48185,CUST00100,PROD0092,12-09-2024,,Cash,,3,Cancelled
ORD48186,CUST04920,PROD0137,23-01-2024,30-01-2024,UPI,1,5,Delivered
ORD48187,CUST03643,PROD0232,09-12-2023,11-12-2023,Card,1,1,Delivered
ORD48188,CUST00002,PROD0114,22-04-2023,,UPI,2,3,Returned
ORD48189,CUST03965,PROD0057,24-06-2023,28-06-2023,UPI,4,4,Delivered
ORD48190,CUST01113,PROD0139,13-01-2024,22-01-2024,Card,5,5,Delivered
ORD48191,CUST00620,PROD0161,12-06-2024,22-06-2024,Cash,5,3,Delivered
ORD48192,CUST00332,PROD0034,30-03-2023,05-04-2023,UPI,2,5,Delivered
ORD48193,CUST01912,PROD0228,15-04-2024,21-04-2024,Cash,3,1,Delivered
ORD48194,CUST01780,PROD0077,01-10-2023,10-10-2023,Card,3,4,Delivered
ORD48195,CUST01278,PROD0166,24-03-2023,03-04-2023,UPI,3,2,Delivered
ORD48196,CUST00140,PROD0122,20-11-2023,28-11-2023,Cash,1,1,Delivered
ORD48197,CUST01067,PROD0185,28-05-2022,02-06-2022,Card,3,3,Delivered
ORD48198,CUST01928,PROD0111,19-04-2023,27-04-2023,UPI,3,2,Delivered
ORD48199,CUST02205,PROD0108,13-02-2022,23-02-2022,Card,1,3,Delivered
ORD48200,CUST00810,PROD0210,26-09-2023,,UPI,,1,Cancelled
ORD48201,CUST04178,PROD0236,12-03-2024,17-03-2024,Card,1,5,Delivered
ORD48202,CUST01710,PROD0183,12-05-2024,14-05-2024,Card,4,4,Delivered
ORD48203,CUST04660,PROD0014,06-10-2022,15-10-2022,Cash,1,2,Delivered
ORD48204,CUST00825,PROD0195,19-03-2024,25-03-2024,UPI,4,1,Delivered
ORD48205,CUST02546,PROD0152,29-01-2022,,Cash,,4,Cancelled
ORD48206,CUST03310,PROD0082,22-02-2024,29-02-2024,UPI,1,5,Delivered
ORD48207,CUST00783,PROD0093,24-12-2023,27-12-2023,UPI,5,1,Delivered
ORD48208,CUST00491,PROD0138,20-10-2022,26-10-2022,Cash,4,4,Delivered
ORD48209,CUST01122,PROD0167,23-06-2024,03-07-2024,Card,1,1,Delivered
ORD48210,CUST04301,PROD0100,31-07-2024,09-08-2024,Card,5,5,Delivered
ORD48211,CUST01292,PROD0006,11-09-2022,16-09-2022,Cash,5,3,Delivered
ORD48212,CUST04523,PROD0203,27-08-2024,29-08-2024,Card,3,2,Delivered
ORD48213,CUST03414,PROD0179,05-01-2022,14-01-2022,UPI,1,5,Delivered
ORD48214,CUST00866,PROD0103,08-12-2023,17-12-2023,Cash,4,5,Delivered
ORD48215,CUST04586,PROD0021,17-03-2022,,Card,,4,Cancelled
ORD48216,CUST04588,PROD0241,27-12-2024,03-01-2025,Card,5,1,Delivered
ORD48217,CUST03199,PROD0032,28-06-2024,08-07-2024,Cash,2,1,Delivered
ORD48218,CUST02718,PROD0171,24-10-2023,01-11-2023,Card,1,2,Delivered
ORD48219,CUST03382,PROD0069,19-04-2023,25-04-2023,Cash,5,2,Delivered
ORD48220,CUST04817,PROD0135,16-01-2023,,Card,,3,Cancelled
ORD48221,CUST00485,PROD0033,30-09-2023,02-10-2023,Cash,3,1,Delivered
ORD48222,CUST01267,PROD0064,13-05-2023,,UPI,3,4,Returned
ORD48223,CUST00053,PROD0220,25-09-2022,03-10-2022,Cash,3,2,Delivered
ORD48224,CUST00576,PROD0055,29-08-2023,,Card,2,3,Returned
ORD48225,CUST02459,PROD0038,30-04-2023,05-05-2023,Cash,1,2,Delivered
ORD48226,CUST02210,PROD0130,26-08-2024,,Cash,3,4,Returned
ORD48227,CUST02401,PROD0223,10-06-2022,,UPI,,3,Cancelled
ORD48228,CUST00214,PROD0072,11-05-2023,,Cash,1,1,Returned
ORD48229,CUST01130,PROD0162,15-04-2022,,Cash,,4,Cancelled
ORD48230,CUST01261,PROD0018,26-07-2022,28-07-2022,UPI,1,1,Delivered
ORD48231,CUST03560,PROD0064,06-07-2024,09-07-2024,Card,5,5,Delivered
ORD48232,CUST01122,PROD0130,07-03-2024,16-03-2024,Cash,1,5,Delivered
ORD48233,CUST01162,PROD0182,07-01-2022,09-01-2022,Card,4,2,Delivered
ORD48234,CUST00376,PROD0126,14-02-2024,19-02-2024,Cash,3,1,Delivered
ORD48235,CUST04370,PROD0157,22-02-2023,02-03-2023,Cash,2,1,Delivered
ORD48236,CUST01660,PROD0004,28-10-2023,05-11-2023,Cash,1,4,Delivered
ORD48237,CUST02530,PROD0059,11-11-2023,16-11-2023,Cash,4,3,Delivered
ORD48238,CUST00947,PROD0238,11-12-2023,,Cash,,5,Cancelled
ORD48239,CUST04329,PROD0047,20-05-2024,22-05-2024,Card,1,1,Delivered
ORD48240,CUST01563,PROD0177,27-10-2022,04-11-2022,Cash,3,3,Delivered
ORD48241,CUST04760,PROD0047,13-06-2024,15-06-2024,Cash,3,3,Delivered
ORD48242,CUST03503,PROD0124,04-08-2023,14-08-2023,Cash,2,3,Delivered
ORD48243,CUST04227,PROD0102,08-12-2023,17-12-2023,Cash,4,3,Delivered
ORD48244,CUST04951,PROD0081,08-10-2024,15-10-2024,Cash,5,5,Delivered
ORD48245,CUST03416,PROD0003,14-04-2022,19-04-2022,Cash,5,5,Delivered
ORD48246,CUST01774,PROD0077,30-08-2024,02-09-2024,Cash,5,4,Delivered
ORD48247,CUST02161,PROD0202,07-01-2024,,Cash,2,2,Returned
ORD48248,CUST04828,PROD0092,17-09-2023,19-09-2023,Cash,3,4,Delivered
ORD48249,CUST03008,PROD0172,15-05-2023,19-05-2023,UPI,1,5,Delivered
ORD48250,CUST03894,PROD0210,29-09-2024,04-10-2024,UPI,1,2,Delivered
ORD48251,CUST01307,PROD0093,22-06-2023,,Cash,,1,Cancelled
ORD48252,CUST03748,PROD0190,28-02-2023,05-03-2023,Card,3,2,Delivered
ORD48253,CUST00685,PROD0198,09-11-2024,11-11-2024,Cash,4,3,Delivered
ORD48254,CUST03154,PROD0152,10-02-2024,14-02-2024,Cash,4,4,Delivered
ORD48255,CUST00988,PROD0228,02-09-2024,06-09-2024,Cash,5,3,Delivered
ORD48256,CUST01411,PROD0215,28-08-2023,04-09-2023,Cash,3,2,Delivered
ORD48257,CUST04899,PROD0032,29-10-2024,31-10-2024,UPI,2,3,Delivered
ORD48258,CUST02956,PROD0103,15-11-2023,21-11-2023,Card,3,1,Delivered
ORD48259,CUST00051,PROD0208,24-01-2023,,UPI,3,2,Returned
ORD48260,CUST03102,PROD0022,17-03-2023,19-03-2023,Card,2,1,Delivered
ORD48261,CUST03172,PROD0079,27-06-2023,01-07-2023,Card,5,2,Delivered
ORD48262,CUST01510,PROD0146,19-11-2024,26-11-2024,UPI,3,3,Delivered
ORD48263,CUST02480,PROD0013,21-01-2022,25-01-2022,UPI,2,2,Delivered
ORD48264,CUST00868,PROD0011,22-12-2022,27-12-2022,Card,2,2,Delivered
ORD48265,CUST02224,PROD0059,25-10-2024,04-11-2024,Cash,4,3,Delivered
ORD48266,CUST04736,PROD0028,16-10-2023,25-10-2023,Card,1,2,Delivered
ORD48267,CUST00518,PROD0058,14-12-2023,23-12-2023,UPI,4,3,Delivered
